user,normalized_query,id,Action,description_bm25,title_bm25,name_bm25,character_bm25,type,release_year,age_certification,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
User 4,minna,tm1086874,play,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,158,"[""comedy"", ""action"", ""drama"", ""fantasy"", ""scifi""]","[""IN""]",8.1,24681.0,68.032,7.2
User 4,minna,tm1086874,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,158,"[""comedy"", ""action"", ""drama"", ""fantasy"", ""scifi""]","[""IN""]",8.1,24681.0,68.032,7.2
User 4,gundam,tm164557,select,0.0,0.0,0.0,0.0,MOVIE,2005,unknwon,107,"[""crime"", ""thriller"", ""drama"", ""action"", ""animation"", ""romance"", ""comedy""]","[""JP"", ""HK""]",6.3,8678.0,18.607,6.7
User 4,gundam,tm164557,select,0.0,0.0,0.0,0.0,MOVIE,2005,unknwon,107,"[""crime"", ""thriller"", ""drama"", ""action"", ""animation"", ""romance"", ""comedy""]","[""JP"", ""HK""]",6.3,8678.0,18.607,6.7
User 4,se,tm1003630,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,99,"[""romance"", ""drama""]","[""FR"", ""US""]",4.6,13221.0,341.558,7.2
User 4,se,tm1003630,add,0.0,0.0,0.0,0.0,MOVIE,2021,R,99,"[""romance"", ""drama""]","[""FR"", ""US""]",4.6,13221.0,341.558,7.2
User 4,se,tm1003630,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,99,"[""romance"", ""drama""]","[""FR"", ""US""]",4.6,13221.0,341.558,7.2
User 4,minnal,tm1086874,select,0.0,9.919802982220578,0.0,7.652861714164682,MOVIE,2021,unknwon,158,"[""comedy"", ""action"", ""drama"", ""fantasy"", ""scifi""]","[""IN""]",8.1,24681.0,68.032,7.2
User 4,minnal,tm1086874,select,0.0,9.919802982220578,0.0,7.652861714164682,MOVIE,2021,unknwon,158,"[""comedy"", ""action"", ""drama"", ""fantasy"", ""scifi""]","[""IN""]",8.1,24681.0,68.032,7.2
User 4,minnal,tm1086874,select,0.0,9.919802982220578,0.0,7.652861714164682,MOVIE,2021,unknwon,158,"[""comedy"", ""action"", ""drama"", ""fantasy"", ""scifi""]","[""IN""]",8.1,24681.0,68.032,7.2
User 2,jerser,tm858287,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,175,"[""drama"", ""sport"", ""romance""]","[""IN""]",7.3,10878.0,68.203,7.2
User 2,how it,tm420745,select,0.0,10.78067289334544,0.0,0.0,MOVIE,2018,unknwon,113,"[""scifi"", ""thriller"", ""action"", ""drama""]","[""US"", ""CA""]",5.0,52709.0,18.214,5.3
User 2,solo,tm427293,select,0.0,10.71520721589355,0.0,0.0,MOVIE,2018,unknwon,100,"[""thriller"", ""drama"", ""romance"", ""sport"", ""european""]","[""ES""]",5.0,2779.0,6.956,5.5
User 2,solo,tm427293,select,0.0,10.71520721589355,0.0,0.0,MOVIE,2018,unknwon,100,"[""thriller"", ""drama"", ""romance"", ""sport"", ""european""]","[""ES""]",5.0,2779.0,6.956,5.5
User 2,merku thodarchi malai,tm244310,play,0.0,25.449589472786403,0.0,0.0,MOVIE,2018,unknwon,122,"[""drama""]","[""IN""]",8.6,1818.0,2.158,7.4
User 2,merku thodarchi malai,tm244310,play,0.0,25.449589472786403,0.0,0.0,MOVIE,2018,unknwon,122,"[""drama""]","[""IN""]",8.6,1818.0,2.158,7.4
User 2,merku thodarchi malai,tm244310,select,0.0,25.449589472786403,0.0,0.0,MOVIE,2018,unknwon,122,"[""drama""]","[""IN""]",8.6,1818.0,2.158,7.4
User 2,lal rang,tm851912,play,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 2,lal rang,tm851912,play,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 2,lal rang,tm851912,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 2,downfall,tm1138477,select,0.0,6.577935811304764,0.0,0.0,MOVIE,2022,R,89,"[""documentation""]","[""US""]",7.4,10313.0,25.636,7.2
User 2,ee,tm837690,play,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,97,"[""drama"", ""comedy""]","[""IN""]",7.2,1586.0,2.007,8.0
User 2,ee,tm837690,select,0.0,0.0,0.0,0.0,MOVIE,2020,unknwon,97,"[""drama"", ""comedy""]","[""IN""]",7.2,1586.0,2.007,8.0
User 2,shyam,tm1115392,play,0.0,7.957764440105351,0.0,6.477009749912853,MOVIE,2021,unknwon,155,"[""drama"", ""romance"", ""thriller"", ""horror""]","[""IN""]",7.7,11655.0,6.084,7.3
User 2,shyam,tm1115392,select,0.0,7.957764440105351,0.0,6.477009749912853,MOVIE,2021,unknwon,155,"[""drama"", ""romance"", ""thriller"", ""horror""]","[""IN""]",7.7,11655.0,6.084,7.3
User 2,don,tm856378,play,0.0,5.434699778194338,0.0,0.0,MOVIE,2021,R,138,"[""comedy"", ""drama"", ""scifi""]","[""US""]",7.2,515337.0,120.874,7.208
User 2,don,tm856378,play,0.0,5.434699778194338,0.0,0.0,MOVIE,2021,R,138,"[""comedy"", ""drama"", ""scifi""]","[""US""]",7.2,515337.0,120.874,7.208
User 2,don,tm856378,select,0.0,5.434699778194338,0.0,0.0,MOVIE,2021,R,138,"[""comedy"", ""drama"", ""scifi""]","[""US""]",7.2,515337.0,120.874,7.208
User 3,iru,tm1028026,play,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,91,"[""thriller""]","[""IN""]",5.8,3084.0,1.886,5.7
User 3,iru,tm1028026,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,91,"[""thriller""]","[""IN""]",5.8,3084.0,1.886,5.7
User 3,sina,tm1143258,play,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,sina,tm1143258,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,sina,tm1143258,play,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,sina,tm1143258,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,sina,tm1143258,play,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,sina,tm1143258,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,sina,tm1143258,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,150,"[""drama"", ""romance""]","[""IN""]",6.0,3246.0,3.755,6.9
User 3,shers,tm1073802,play,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,132,"[""comedy"", ""drama""]","[""IN""]",,,8.333,7.2
User 3,shers,tm1073802,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,132,"[""comedy"", ""drama""]","[""IN""]",,,8.333,7.2
User 3,shershaah,tm363878,play,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,157,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.2,4732.0,5.373,5.6
User 3,shershaah,tm363878,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,157,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.2,4732.0,5.373,5.6
User 3,raataan lambiyan,tm363878,play,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,157,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.2,4732.0,5.373,5.6
User 3,raataan lambiyan,tm363878,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,157,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.2,4732.0,5.373,5.6
User 0,hero,tm440678,select,0.0,0.0,0.0,0.0,MOVIE,2018,NC-17,102,"[""action"", ""crime"", ""thriller""]","[""KR""]",5.7,4311.0,18.767,5.3
User 0,hero,tm408781,play,0.0,0.0,0.0,0.0,MOVIE,2018,PG-13,155,"[""drama"", ""comedy"", ""action"", ""crime"", ""romance""]","[""PK""]",7.0,3659.0,3.176,7.6
User 0,hero,tm408781,select,0.0,0.0,0.0,0.0,MOVIE,2018,PG-13,155,"[""drama"", ""comedy"", ""action"", ""crime"", ""romance""]","[""PK""]",7.0,3659.0,3.176,7.6
User 0,hero,tm408781,select,0.0,0.0,0.0,0.0,MOVIE,2018,PG-13,155,"[""drama"", ""comedy"", ""action"", ""crime"", ""romance""]","[""PK""]",7.0,3659.0,3.176,7.6
User 0,behind enemy,tm313149,play,0.0,0.0,0.0,0.0,MOVIE,2018,R,131,"[""drama"", ""action"", ""war"", ""history""]","[""US""]",6.5,79980.0,67.199,6.2
User 0,behind enemy,tm313149,select,0.0,0.0,0.0,0.0,MOVIE,2018,R,131,"[""drama"", ""action"", ""war"", ""history""]","[""US""]",6.5,79980.0,67.199,6.2
User 0,loki,tm404856,play,0.0,0.0,0.0,0.0,MOVIE,2021,PG-13,117,"[""thriller"", ""action"", ""comedy"", ""crime""]","[""US""]",6.3,264194.0,311.673,6.775
User 0,loki,tm404856,select,0.0,0.0,0.0,0.0,MOVIE,2021,PG-13,117,"[""thriller"", ""action"", ""comedy"", ""crime""]","[""US""]",6.3,264194.0,311.673,6.775
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm851912,select,3.951552046065287,0.0,0.0,0.0,MOVIE,2020,unknwon,112,"[""action"", ""drama"", ""war""]","[""IN""]",5.6,34567.0,6.318,7.4
User 1,war,tm431760,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,114,"[""action"", ""war"", ""drama""]","[""MY""]",6.8,2964.0,21.554,7.7
User 1,war,tm431760,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,114,"[""action"", ""war"", ""drama""]","[""MY""]",6.8,2964.0,21.554,7.7
User 1,war,tm137342,select,0.0,0.0,0.0,0.0,MOVIE,2003,R,121,"[""war"", ""action"", ""drama"", ""thriller""]","[""US""]",6.6,121957.0,43.254,6.797
User 1,war,tm137342,select,0.0,0.0,0.0,0.0,MOVIE,2003,R,121,"[""war"", ""action"", ""drama"", ""thriller""]","[""US""]",6.6,121957.0,43.254,6.797
User 1,war,tm137342,select,0.0,0.0,0.0,0.0,MOVIE,2003,R,121,"[""war"", ""action"", ""drama"", ""thriller""]","[""US""]",6.6,121957.0,43.254,6.797
User 1,war,tm137342,select,0.0,0.0,0.0,0.0,MOVIE,2003,R,121,"[""war"", ""action"", ""drama"", ""thriller""]","[""US""]",6.6,121957.0,43.254,6.797
User 1,war,tm978401,play,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,86,"[""drama"", ""action"", ""war""]","[""US""]",,,7.95,6.7
User 1,war,tm978401,play,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,86,"[""drama"", ""action"", ""war""]","[""US""]",,,7.95,6.7
User 1,war,tm978401,select,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,86,"[""drama"", ""action"", ""war""]","[""US""]",,,7.95,6.7
User 1,war,tm978401,select,0.0,0.0,0.0,0.0,MOVIE,2019,unknwon,86,"[""drama"", ""action"", ""war""]","[""US""]",,,7.95,6.7
User 1,war,tm313149,play,0.0,0.0,0.0,0.0,MOVIE,2018,R,131,"[""drama"", ""action"", ""war"", ""history""]","[""US""]",6.5,79980.0,67.199,6.2
User 1,war,tm313149,select,0.0,0.0,0.0,0.0,MOVIE,2018,R,131,"[""drama"", ""action"", ""war"", ""history""]","[""US""]",6.5,79980.0,67.199,6.2
User 1,kingdom,tm1005109,play,5.8950458405666595,5.025196114170767,0.0,0.0,MOVIE,2021,unknwon,92,"[""fantasy"", ""horror"", ""thriller"", ""action"", ""drama""]","[""KR""]",7.2,4890.0,62.804,7.459
User 1,kingdom,tm1005109,play,5.8950458405666595,5.025196114170767,0.0,0.0,MOVIE,2021,unknwon,92,"[""fantasy"", ""horror"", ""thriller"", ""action"", ""drama""]","[""KR""]",7.2,4890.0,62.804,7.459
User 1,kingdom,tm1005109,select,5.8950458405666595,5.025196114170767,0.0,0.0,MOVIE,2021,unknwon,92,"[""fantasy"", ""horror"", ""thriller"", ""action"", ""drama""]","[""KR""]",7.2,4890.0,62.804,7.459
User 1,kingdom,tm1005109,select,5.8950458405666595,5.025196114170767,0.0,0.0,MOVIE,2021,unknwon,92,"[""fantasy"", ""horror"", ""thriller"", ""action"", ""drama""]","[""KR""]",7.2,4890.0,62.804,7.459
User 1,anan,tm160621,play,0.0,0.0,0.0,0.0,MOVIE,2013,R,112,"[""horror"", ""thriller""]","[""US""]",7.5,496484.0,221.925,7.533
User 1,anan,tm160621,play,0.0,0.0,0.0,0.0,MOVIE,2013,R,112,"[""horror"", ""thriller""]","[""US""]",7.5,496484.0,221.925,7.533
User 1,anan,tm160621,select,0.0,0.0,0.0,0.0,MOVIE,2013,R,112,"[""horror"", ""thriller""]","[""US""]",7.5,496484.0,221.925,7.533
User 1,kaaval,tm1110241,select,0.0,11.942178820367491,0.0,0.0,MOVIE,2021,unknwon,148,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.1,1497.0,1.978,5.3
User 1,sherlock,tm140877,select,0.0,0.0,0.0,0.0,MOVIE,2014,PG-13,113,"[""thriller"", ""drama"", ""war""]","[""GB"", ""US""]",8.0,756254.0,49.673,8.0
User 1,ship,tm96595,play,0.0,0.0,0.0,0.0,MOVIE,2004,G,186,"[""war"", ""action"", ""drama"", ""romance""]","[""IN""]",7.8,23262.0,7.299,6.6
User 1,ship,tm96595,select,0.0,0.0,0.0,0.0,MOVIE,2004,G,186,"[""war"", ""action"", ""drama"", ""romance""]","[""IN""]",7.8,23262.0,7.299,6.6
User 1,kaaval,tm1110241,select,0.0,11.942178820367491,0.0,0.0,MOVIE,2021,unknwon,148,"[""thriller"", ""action"", ""drama""]","[""IN""]",5.1,1497.0,1.978,5.3
User 1,dark,tm1073802,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,132,"[""comedy"", ""drama""]","[""IN""]",,,8.333,7.2
User 7,survival,tm1014947,play,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,102,"[""drama"", ""history"", ""action""]","[""DK"", ""IS""]",6.5,20521.0,60.566,6.9
User 7,survival,tm1014947,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,102,"[""drama"", ""history"", ""action""]","[""DK"", ""IS""]",6.5,20521.0,60.566,6.9
User 7,survival,tm1038344,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,96,"[""drama"", ""scifi"", ""thriller"", ""action""]","[""US""]",4.9,21498.0,89.154,6.0
User 7,most rated,tm145608,play,0.0,0.0,0.0,0.0,MOVIE,1990,PG-13,120,"[""drama"", ""european""]","[""US""]",7.8,139240.0,12.23,7.8
User 7,most rated,tm145608,select,0.0,0.0,0.0,0.0,MOVIE,1990,PG-13,120,"[""drama"", ""european""]","[""US""]",7.8,139240.0,12.23,7.8
User 7,revenant,tm374132,select,0.0,0.0,0.0,0.0,MOVIE,2018,R,124,"[""thriller"", ""drama"", ""scifi"", ""horror""]","[""US""]",6.6,331070.0,47.18,6.9
User 7,revenant,tm1014947,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,102,"[""drama"", ""history"", ""action""]","[""DK"", ""IS""]",6.5,20521.0,60.566,6.9
User 7,science fiction,tm1038344,select,0.0,0.0,0.0,0.0,MOVIE,2021,R,96,"[""drama"", ""scifi"", ""thriller"", ""action""]","[""US""]",4.9,21498.0,89.154,6.0
User 7,secret life of walter mitty,tm1014947,select,0.0,0.0,0.0,0.0,MOVIE,2022,unknwon,102,"[""drama"", ""history"", ""action""]","[""DK"", ""IS""]",6.5,20521.0,60.566,6.9
User 7,skin,tm314477,play,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,78,"[""drama"", ""comedy"", ""fantasy"", ""european""]","[""ES""]",6.1,5892.0,14.034,6.6
User 7,skin,tm314477,select,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,78,"[""drama"", ""comedy"", ""fantasy"", ""european""]","[""ES""]",6.1,5892.0,14.034,6.6
User 7,skin,tm314477,select,0.0,0.0,0.0,0.0,MOVIE,2017,unknwon,78,"[""drama"", ""comedy"", ""fantasy"", ""european""]","[""ES""]",6.1,5892.0,14.034,6.6
User 7,cho,tm1077038,play,0.0,0.0,,,MOVIE,2011,G,67,"[""animation""]","[""IN""]",,,,
User 7,cho,tm1077038,select,0.0,0.0,,,MOVIE,2011,G,67,"[""animation""]","[""IN""]",,,,
User 7,horror,tm160621,select,0.0,0.0,0.0,0.0,MOVIE,2013,R,112,"[""horror"", ""thriller""]","[""US""]",7.5,496484.0,221.925,7.533
User 7,horror,tm160621,select,0.0,0.0,0.0,0.0,MOVIE,2013,R,112,"[""horror"", ""thriller""]","[""US""]",7.5,496484.0,221.925,7.533
User 7,annat,tm1027639,play,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,163,"[""drama"", ""action"", ""comedy""]","[""IN""]",4.0,9643.0,3.922,7.1
User 7,annat,tm1027639,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,163,"[""drama"", ""action"", ""comedy""]","[""IN""]",4.0,9643.0,3.922,7.1
User 7,ana,tm1027639,play,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,163,"[""drama"", ""action"", ""comedy""]","[""IN""]",4.0,9643.0,3.922,7.1
User 7,ana,tm1027639,select,0.0,0.0,0.0,0.0,MOVIE,2021,unknwon,163,"[""drama"", ""action"", ""comedy""]","[""IN""]",4.0,9643.0,3.922,7.1
User 7,tu,tm445255,select,0.0,0.0,0.0,0.0,MOVIE,2018,unknwon,140,"[""drama"", ""romance"", ""comedy""]","[""IN""]",8.1,3101.0,1.66,7.3
